episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
4152,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.8158,0.1082,0.1254,0.6643,89.56,150.35,14,0.4801,0.1259,1,66.07,Partially Observable,Dynamic,Deterministic
4153,Autonomous Delivery Robot,Learning,Snowy,Wear Winter Gear,0.7724,0.2709,0.6001,0.4626,64.88,103.36,7,0.7901,-0.1811,1,85.11,Partially Observable,Static,Deterministic
4154,Cybersecurity Monitoring Agent,Model-Based,Snowy,Wear Winter Gear,0.8292,0.3483,0.4755,0.2793,58.04,235.39,4,0.7547,0.2532,0,83.7,Fully Observable,Dynamic,Stochastic
4155,Intelligent Tutoring System,Learning,Stormy,Stay Inside,0.758,0.4896,0.2992,0.6272,,233.61,4,0.926,0.089,0,82.58,Partially Observable,Dynamic,Stochastic
4156,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,1,0.3566,0.3484,0.2784,28.48,141.5,8,0.7828,0.4395,1,92.75,Fully Observable,Dynamic,Deterministic
4157,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.8694,0.4517,0.1264,0.3468,58.61,,9,0.5494,1.5921,1,95.02,Partially Observable,Static,Deterministic
4158,Autonomous Delivery Robot,Model-Based,Cloudy,Stay Inside,0.9153,0.0946,0.239,0.7804,86.01,231.47,13,0.99,1.3574,1,76.95,Partially Observable,Static,Stochastic
4159,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.8256,0.4544,0.2334,0.4503,51.88,193.89,14,0.9329,-0.4855,1,85.85,Fully Observable,Static,Deterministic
4160,Intelligent Tutoring System,Utility-Based,Stormy,Stay Inside,0.8621,0.1401,0.5258,0.1272,71.68,283.83,12,0.6105,-0.7619,1,100,Fully Observable,Static,Stochastic
4161,Cybersecurity Monitoring Agent,Utility-Based,Windy,Use Wind Protection,0.948,0.249,0.6132,0.8128,54.76,267.6,5,0.9325,-0.34,0,50.48,Fully Observable,Dynamic,Deterministic
4162,Cybersecurity Monitoring Agent,Goal-Based,Cloudy,Stay Inside,0.7074,0.3813,0.249,0.529,61.04,268.16,5,0.6659,1.4507,0,63.16,Partially Observable,Dynamic,Deterministic
4163,Intelligent Tutoring System,Utility-Based,Stormy,Stay Inside,0.6927,0.6228,0.4318,0.2027,74.8,214.57,7,0.6244,0.9893,1,86.09,Partially Observable,Static,Stochastic
4164,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.9364,0.3384,0.4324,0.3341,75.17,329.08,10,0.9314,1.2868,1,65.19,Fully Observable,Static,Stochastic
4165,AI Travel Assistant,Utility-Based,Sunny,Go Outside,0.7554,0.4618,0.3012,0.6212,64.4,357.04,6,0.6311,-0.8853,0,75.19,Fully Observable,Dynamic,Deterministic
4166,Autonomous Vehicle,Model-Based,Snowy,Wear Winter Gear,0.584,0.5796,0.601,0.6105,50.15,293.67,14,0.8729,-0.8057,0,77.0,Fully Observable,Static,Stochastic
4167,AI Travel Assistant,Goal-Based,Snowy,Wear Winter Gear,0.7663,0.3932,0.1653,0.5601,100,136.95,4,0.5787,0.1348,0,74.87,Fully Observable,Static,Deterministic
4168,Smart-Home Energy Agent,Goal-Based,Sunny,Go Outside,0.7581,0.3576,0.4082,0.8424,79.61,392.38,10,0.6789,-0.4928,0,67.36,Fully Observable,Dynamic,Deterministic
4169,Warehouse Robot,Utility-Based,Sunny,Go Outside,0.9298,0.7254,0.3391,0.3714,72.91,307.07,10,0.7973,-2.0817,0,80.62,Partially Observable,Dynamic,Deterministic
4170,Intelligent Tutoring System,Learning,Snowy,Wear Winter Gear,0.6702,0.4217,0.202,0.6004,100,325.16,12,0.6618,1.0206,0,93.3,Partially Observable,Dynamic,Stochastic
4171,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.9329,0.3138,0.416,0.1642,77.22,204.55,6,0.8201,1.457,1,87.18,Fully Observable,Dynamic,Deterministic
4172,AI Travel Assistant,Utility-Based,Windy,Use Wind Protection,0.8196,0.2466,0.6056,0.329,48.17,155.61,12,0.6884,-0.8828,0,50.31,Partially Observable,Dynamic,Stochastic
4173,Smart-Home Energy Agent,Simple Reflex,Windy,Use Wind Protection,0.5953,0.2877,0.2957,0.5758,71.83,138.58,7,0.8783,0.2015,0,62.12,Partially Observable,Static,Stochastic
4174,Autonomous Vehicle,Model-Based,Sunny,Go Outside,0.8081,0.4116,0.2834,0.2088,60.11,142.6,13,0.606,0.2397,1,82.47,Partially Observable,Dynamic,Deterministic
4175,Warehouse Robot,Learning,Rainy,Use Umbrella,0.7388,0.6546,0.4968,0.5087,58.82,194.75,2,0.7869,0.1183,0,74.72,Partially Observable,Static,Stochastic
4176,Warehouse Robot,Model-Based,Sunny,Go Outside,,0.2775,0.422,0.7098,,197.39,13,0.5354,-0.7396,0,63.29,Partially Observable,Static,Deterministic
4177,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.7035,0.4856,0.4927,0.2639,100,151.92,5,0.5985,-0.0438,1,90.92,Partially Observable,Static,Deterministic
4178,Cybersecurity Monitoring Agent,Learning,Snowy,Wear Winter Gear,0.5961,0.2611,0.1441,0.5783,70.11,351.02,9,0.8716,1.5322,0,63.65,Fully Observable,Static,Stochastic
4179,AI Travel Assistant,Goal-Based,Rainy,Use Umbrella,1,0.4339,0.1033,0.7448,61.23,214.18,14,0.8649,-1.4374,0,73.17,Fully Observable,Dynamic,Stochastic
4180,Smart-Home Energy Agent,Goal-Based,Windy,Use Wind Protection,0.7632,0.3636,0.3301,0.4934,94.49,292.5,3,0.7594,0.4094,0,77.57,Fully Observable,Static,Deterministic
4181,Intelligent Tutoring System,Goal-Based,Sunny,Go Outside,0.963,0.2668,0.5661,0.7294,100,204.31,5,0.966,0.0559,1,75.93,Partially Observable,Static,Deterministic
4182,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.7611,0.2008,0.1452,0.4669,50.48,72.11,6,0.952,1.5653,0,65.91,Partially Observable,Static,Deterministic
4183,Smart-Home Energy Agent,Learning,Cloudy,Stay Inside,0.7859,0.36,0.3102,0.1702,36.27,242.45,12,0.657,-0.0721,1,100,Partially Observable,Dynamic,Deterministic
4184,Intelligent Tutoring System,Model-Based,Rainy,Use Umbrella,0.9118,0.1923,0.2484,0.2588,57.08,255.73,7,0.6864,1.039,1,94.03,Partially Observable,Dynamic,Stochastic
4185,Smart-Home Energy Agent,Utility-Based,Windy,Use Wind Protection,0.6826,0.2106,0.3288,0.4851,100,250.92,8,0.8908,1.2013,1,98.5,Fully Observable,Static,Deterministic
4186,Smart Hospital Assistant,Model-Based,Rainy,Use Umbrella,0.9886,0.3941,0.412,0.202,97.27,296.53,14,0.8225,0.3405,1,79.63,Partially Observable,Dynamic,Deterministic
4187,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.7415,0.6591,0.3287,0.3895,81.75,336.08,7,0.5437,-0.2982,0,63.24,Partially Observable,Dynamic,Stochastic
4188,Smart Hospital Assistant,Model-Based,Cloudy,Stay Inside,0.7416,0.357,0.1194,0.124,62.09,108.37,8,0.6016,-1.4691,0,59.11,Fully Observable,Dynamic,Deterministic
4189,Autonomous Delivery Robot,Goal-Based,Windy,Use Wind Protection,0.8919,0.491,0.3187,0.7306,40.07,224.46,4,0.8436,1.2991,0,59.89,Fully Observable,Dynamic,Deterministic
4190,Smart Hospital Assistant,Model-Based,Sunny,Go Outside,0.9557,0.4118,0.3903,0.5698,80.55,223.6,9,0.7635,0.7518,1,89.0,Fully Observable,Dynamic,Stochastic
4191,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,0.8807,0.2174,0.31,0.4945,54.71,179.77,9,0.5626,-0.6213,1,76.54,Partially Observable,Dynamic,Deterministic
4192,Cybersecurity Monitoring Agent,Goal-Based,Rainy,Use Umbrella,1,0.7313,0.4258,0.6746,71.53,125.32,7,0.7266,-0.1771,1,80.15,Fully Observable,Dynamic,Deterministic
4193,AI Travel Assistant,Goal-Based,Windy,Use Wind Protection,0.8117,0.0953,0.2641,0.4381,61.51,105.13,11,0.4559,-0.5909,1,70.79,Fully Observable,Static,Stochastic
4194,Smart Hospital Assistant,Utility-Based,Windy,Use Wind Protection,0.83,0.0522,0.1309,0.5464,82.8,194.53,9,0.4992,-0.1394,1,96.6,Fully Observable,Static,Stochastic
4195,Autonomous Delivery Robot,Goal-Based,Rainy,Use Umbrella,0.7015,0.1567,0.0955,0.8448,,123.71,13,0.7046,-0.9335,1,100,Partially Observable,Static,Deterministic
4196,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.8502,0.2173,0.4724,0.7419,82.79,125.12,8,0.4226,-0.4831,1,99.05,Fully Observable,Dynamic,Deterministic
4197,Autonomous Delivery Robot,Model-Based,Rainy,Use Umbrella,0.8368,0.003,0.6848,0.1159,32.53,271.17,5,0.5358,0.3107,1,69.98,Fully Observable,Dynamic,Deterministic
4198,Intelligent Tutoring System,Utility-Based,Windy,Use Wind Protection,0.9048,0.1117,0.237,0.2254,81.29,131.04,5,0.7305,1.2333,1,100,Fully Observable,Static,Stochastic
4199,Cybersecurity Monitoring Agent,Learning,Cloudy,Stay Inside,0.8682,0.2991,0.2235,0.1375,60.02,259.23,9,0.8439,0.2253,1,100,Partially Observable,Dynamic,Deterministic
4200,Cybersecurity Monitoring Agent,Utility-Based,Cloudy,Stay Inside,0.9343,0.3244,0.2866,0.3266,64.69,269.74,8,0.7958,-2.7885,1,100,Fully Observable,Static,Deterministic
4201,Smart-Home Energy Agent,Model-Based,Sunny,Go Outside,0.6212,0.5253,0.4721,0.8873,89.29,205.16,3,0.741,-1.3103,0,43.36,Partially Observable,Dynamic,Stochastic
4202,Intelligent Tutoring System,Utility-Based,Stormy,Stay Inside,0.9162,0.61,0.1486,0.301,59.92,291.31,5,0.99,0.3902,1,91.29,Partially Observable,Dynamic,Deterministic
4203,Warehouse Robot,Model-Based,Sunny,Go Outside,0.8794,0.7109,0.1075,0.2468,60.79,274.61,6,0.5389,-0.1421,1,100,Fully Observable,Dynamic,Deterministic
4204,AI Travel Assistant,Simple Reflex,Cloudy,Stay Inside,0.996,0.5007,0.1356,0.3212,69.91,266.0,5,0.99,-0.0659,1,86.78,Fully Observable,Dynamic,Stochastic
4205,AI Travel Assistant,Utility-Based,Snowy,Wear Winter Gear,0.6934,0.3406,0.1497,0.4919,84.66,229.85,5,0.7347,1.2492,1,100,Fully Observable,Static,Stochastic
4206,Autonomous Delivery Robot,Learning,Snowy,Wear Winter Gear,0.8445,0.4785,0.2529,0.5195,50.18,328.34,11,0.8642,-1.1525,1,71.31,Fully Observable,Dynamic,Stochastic
4207,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.7653,0.2847,0.2688,0.3522,71.63,104.17,12,0.8,2.3947,1,86.47,Partially Observable,Dynamic,Deterministic
4208,Autonomous Vehicle,Model-Based,Sunny,Go Outside,,0.1017,0.1621,0.3842,52.5,156.41,3,0.7942,0.6745,1,93.75,Partially Observable,Dynamic,Stochastic
4209,Intelligent Tutoring System,Simple Reflex,Windy,Use Wind Protection,0.8277,0.2949,0.3451,0.4563,88.34,263.85,11,0.6996,1.4357,0,56.36,Fully Observable,Static,Stochastic
4210,Intelligent Tutoring System,Learning,Stormy,Stay Inside,0.8555,0.507,0.7158,0.2989,87.63,364.6,14,0.6017,0.0902,0,81.55,Fully Observable,Static,Deterministic
4211,Cybersecurity Monitoring Agent,Learning,Snowy,Wear Winter Gear,0.8698,0.6423,0.0918,0.5085,76.8,265.17,9,0.7203,-1.3434,0,70.19,Fully Observable,Static,Stochastic
4212,Warehouse Robot,Utility-Based,Sunny,Go Outside,0.9426,0.1178,0.4969,0.7549,86.19,312.77,11,0.9178,-0.5333,1,76.12,Fully Observable,Static,Stochastic
4213,Intelligent Tutoring System,Model-Based,Cloudy,Stay Inside,0.8095,0.8061,0.7327,0.507,73.86,189.45,9,0.6207,0.615,0,41.56,Fully Observable,Static,Deterministic
4214,Smart Hospital Assistant,Learning,Cloudy,Stay Inside,0.7246,0.3321,0.1937,0.3851,55.75,212.29,9,0.7599,1.3607,0,81.32,Fully Observable,Static,Deterministic
4215,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.7948,0.6073,0.3994,0.2933,84.05,33.2,7,0.8534,0.6866,1,83.44,Fully Observable,Static,Deterministic
4216,Autonomous Vehicle,Utility-Based,Rainy,Use Umbrella,0.965,0.5816,0.5169,0.5091,100,60.2,14,0.75,-0.4426,1,68.37,Fully Observable,Dynamic,Deterministic
4217,Warehouse Robot,Utility-Based,Cloudy,Stay Inside,0.7023,0.1867,0.3773,0.2363,60.86,180.92,10,0.767,0.3603,1,99.45,Partially Observable,Dynamic,Deterministic
4218,Warehouse Robot,Learning,Snowy,Wear Winter Gear,0.823,0.3927,0.4815,0.3182,82.85,358.05,11,0.5808,2.3336,0,55.32,Fully Observable,Dynamic,Stochastic
4219,AI Travel Assistant,Utility-Based,Windy,Use Wind Protection,0.7922,0.0348,0.1379,0.7315,37.77,151.45,9,0.99,0.0274,1,89.92,Fully Observable,Static,Stochastic
4220,Cybersecurity Monitoring Agent,Learning,Windy,Use Wind Protection,0.7793,0.3979,0.4825,0.3595,84.06,236.59,10,0.5927,-0.1075,0,54.06,Fully Observable,Static,Deterministic
4221,AI Travel Assistant,Learning,Stormy,Stay Inside,0.6285,0.4481,0.435,0.2819,85.53,362.7,6,0.9629,-0.6083,1,93.05,Partially Observable,Static,Stochastic
4222,Intelligent Tutoring System,Learning,Sunny,Go Outside,0.7808,0.4954,0.1288,0.6343,77.73,210.64,13,0.6297,0.9143,0,59.28,Fully Observable,Dynamic,Stochastic
4223,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,0.8387,0.458,0.1796,0.2917,73.15,76.48,12,0.8196,0.1015,1,100,Fully Observable,Dynamic,Deterministic
4224,Warehouse Robot,Learning,Stormy,Stay Inside,0.9034,0.2417,0.2027,0.561,69.16,270.18,9,0.7214,-0.9712,1,87.83,Partially Observable,Dynamic,Deterministic
4225,Autonomous Vehicle,Model-Based,Sunny,Go Outside,0.9293,0.6743,0.2671,0.6116,87.64,210.29,14,0.4936,0.8081,0,64.84,Partially Observable,Dynamic,Deterministic
4226,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,0.8549,0.1414,0.154,0.2386,55.77,261.35,10,0.7637,0.1036,1,81.14,Partially Observable,Static,Stochastic
4227,Cybersecurity Monitoring Agent,Simple Reflex,Windy,Use Wind Protection,1,0.5677,0.2381,0.2367,75.62,261.03,13,0.8227,-1.5727,1,88.91,Fully Observable,Static,Deterministic
4228,Cybersecurity Monitoring Agent,Learning,Cloudy,Stay Inside,0.8854,0.5076,0.3903,0.8163,89.8,251.85,13,0.8475,1.4907,0,45.31,Fully Observable,Dynamic,Deterministic
4229,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.9871,0.6242,0.436,0.6505,65.27,152.34,14,0.7853,0.5417,0,64.7,Fully Observable,Dynamic,Deterministic
4230,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.6863,0.1567,0.6941,0.802,88.69,226.87,6,0.6617,-0.5725,0,33.0,Fully Observable,Dynamic,Deterministic
4231,Warehouse Robot,Utility-Based,Rainy,Use Umbrella,0.9298,0.3953,0.1624,0.6061,58.18,182.54,5,0.5474,1.0667,0,44.85,Partially Observable,Dynamic,Deterministic
4232,Warehouse Robot,Goal-Based,Cloudy,Stay Inside,0.952,0.4154,0.2217,0.6173,92.44,173.27,6,0.99,-0.8575,1,89.13,Partially Observable,Dynamic,Stochastic
4233,Smart Hospital Assistant,Learning,Windy,Use Wind Protection,0.6801,0.3926,0.1135,0.4267,98.12,119.19,13,0.7353,-1.6248,1,100,Fully Observable,Dynamic,Stochastic
4234,Autonomous Delivery Robot,Simple Reflex,Windy,Use Wind Protection,0.8383,0.4426,0.5102,0.5709,88.78,335.79,4,0.6857,1.4273,0,63.99,Fully Observable,Dynamic,Deterministic
4235,Autonomous Vehicle,Model-Based,Rainy,Use Umbrella,0.8172,0.699,0.2205,0.158,64.98,241.43,10,0.7499,0.1896,0,75.14,Partially Observable,Dynamic,Deterministic
4236,Cybersecurity Monitoring Agent,Goal-Based,Snowy,Wear Winter Gear,0.942,0.5,0.0462,0.335,100,116.8,4,0.99,-0.8278,1,95.34,Fully Observable,Static,Stochastic
4237,Smart Hospital Assistant,Utility-Based,Cloudy,Stay Inside,0.8308,0.0973,0.0955,0.4416,69.47,136.02,6,0.63,-0.5771,1,100,Partially Observable,Dynamic,Stochastic
4238,Autonomous Vehicle,Simple Reflex,Cloudy,Stay Inside,0.722,0.0864,0.0346,0.3259,79.77,121.13,8,0.5655,0.1143,1,94.57,Fully Observable,Static,Stochastic
4239,Autonomous Delivery Robot,Utility-Based,Windy,Use Wind Protection,0.8417,0.3335,0.6579,0.2302,49.27,300.83,10,0.6198,-0.3016,1,81.49,Partially Observable,Dynamic,Deterministic
4240,Smart-Home Energy Agent,Goal-Based,Cloudy,Stay Inside,0.9213,0.14,0.5371,0.57,90.84,228.09,9,0.99,1.0462,1,84.27,Partially Observable,Static,Deterministic
4241,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,0.8302,0.4857,0.3325,0.155,84.73,155.3,11,0.5282,1.887,1,75.99,Fully Observable,Dynamic,Deterministic
4242,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.7358,0.2799,0.4439,0.2218,41.85,262.8,5,0.767,-0.1211,0,79.72,Fully Observable,Dynamic,Deterministic
4243,Intelligent Tutoring System,Utility-Based,Sunny,Go Outside,0.8535,0.3248,0.6131,0.6112,77.13,255.36,14,0.8667,-0.4706,0,62.07,Fully Observable,Dynamic,Stochastic
4244,Smart Hospital Assistant,Goal-Based,Sunny,Go Outside,0.8247,0.6674,0.1821,0.4689,56.13,321.82,4,0.6557,-1.4232,0,67.7,Fully Observable,Dynamic,Stochastic
4245,Autonomous Vehicle,Model-Based,Cloudy,Stay Inside,1,0.7138,0.2686,0.5451,93.04,203.61,3,0.4588,0.9301,1,93.01,Fully Observable,Dynamic,Deterministic
4246,Intelligent Tutoring System,Goal-Based,Sunny,Go Outside,0.6324,0.751,0.3287,0.3948,49.25,20,6,0.7748,-1.9021,0,39.69,Partially Observable,Static,Deterministic
4247,Smart-Home Energy Agent,Model-Based,Cloudy,Stay Inside,0.8471,0.542,0.363,0.3255,84.19,265.47,3,0.579,-0.8348,0,68.36,Fully Observable,Static,Stochastic
4248,Warehouse Robot,Learning,Stormy,Stay Inside,0.6109,0.6451,0.7067,0.697,92.48,348.93,2,0.7784,0.2988,0,42.41,Partially Observable,Dynamic,Stochastic
4249,Autonomous Vehicle,Goal-Based,Cloudy,Stay Inside,0.7793,0.4444,0.5371,0.7158,71.93,208.21,5,0.5456,0.0061,0,79.89,Fully Observable,Dynamic,Stochastic
4250,AI Travel Assistant,Model-Based,Stormy,Stay Inside,0.9529,0.256,0.3196,0.4429,45.0,369.99,11,0.7779,0.9236,1,78.99,Partially Observable,Static,Deterministic
4251,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.8867,0.6868,0.1262,0.1945,76.06,100.15,2,0.6467,-0.5245,1,91.62,Partially Observable,Dynamic,Stochastic
4252,Cybersecurity Monitoring Agent,Model-Based,Snowy,Wear Winter Gear,0.6514,0.6079,0.4182,0.5193,91.65,276.96,5,0.4549,0.8011,0,63.16,Partially Observable,Dynamic,Deterministic
4253,Cybersecurity Monitoring Agent,Model-Based,Sunny,Go Outside,0.6742,0.8227,0.8399,0.273,54.46,248.4,7,0.7046,0.486,0,64.56,Fully Observable,Dynamic,Stochastic
4254,AI Travel Assistant,Model-Based,Stormy,Stay Inside,0.957,0.24,0.2676,0.6484,31.92,86.58,14,0.7777,1.3723,1,87.61,Partially Observable,Static,Stochastic
4255,AI Travel Assistant,Model-Based,Sunny,Go Outside,0.861,0.8923,0.6221,0.3566,84.47,79.83,2,0.8386,0.0274,1,76.84,Fully Observable,Dynamic,Deterministic
4256,Cybersecurity Monitoring Agent,Utility-Based,Sunny,Go Outside,0.6213,0.3021,0.4206,0.7673,92.25,211.59,2,0.6272,0.0771,0,54.28,Partially Observable,Static,Deterministic
4257,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,0.7603,0.6724,0.482,0.2704,83.13,96.46,4,0.58,0.774,1,78.48,Partially Observable,Static,Deterministic
4258,Smart Hospital Assistant,Goal-Based,Cloudy,Stay Inside,0.6819,0.2092,0.462,0.5683,61.57,179.89,8,0.5073,1.8246,0,81.58,Partially Observable,Dynamic,Stochastic
4259,AI Travel Assistant,Model-Based,Rainy,Use Umbrella,0.7535,0.2765,0.1838,0.5071,92.25,254.22,6,0.8955,0.9052,1,100,Partially Observable,Dynamic,Stochastic
4260,Autonomous Vehicle,Utility-Based,Stormy,Stay Inside,0.9437,0.5242,0.6378,0.5241,55.83,208.03,7,0.6834,0.8197,0,71.3,Fully Observable,Dynamic,Deterministic
4261,Cybersecurity Monitoring Agent,Learning,Snowy,Wear Winter Gear,0.8484,0.4797,0.3219,0.5041,54.39,193.76,11,0.7325,-0.5646,1,77.99,Partially Observable,Dynamic,Stochastic
4262,Cybersecurity Monitoring Agent,Goal-Based,Snowy,Wear Winter Gear,0.8647,0.4483,0.9348,0.3527,73.0,187.52,13,0.8148,0.0187,0,57.49,Partially Observable,Static,Stochastic
4263,Smart Hospital Assistant,Model-Based,Stormy,Stay Inside,0.887,0.2858,0.2329,0.9163,55.76,81.76,14,0.8092,-0.0266,1,100,Partially Observable,Static,Deterministic
4264,Warehouse Robot,Model-Based,Stormy,Stay Inside,0.8918,0.4584,0.3604,0.7176,87.15,212.08,2,0.8791,1.3975,1,100,Fully Observable,Dynamic,Stochastic
4265,AI Travel Assistant,Model-Based,Cloudy,Stay Inside,0.8856,0.494,0.326,0.2924,86.72,229.91,14,0.9451,-0.4626,1,97.34,Partially Observable,Dynamic,Deterministic
4266,Autonomous Delivery Robot,Learning,Cloudy,Stay Inside,1,0.1917,0.2861,0.5606,56.36,236.91,13,0.8989,0.2803,1,99.76,Fully Observable,Dynamic,Deterministic
4267,AI Travel Assistant,Goal-Based,Sunny,Go Outside,0.9478,0.5589,0.192,0.0913,53.78,,8,0.6045,-1.2148,1,93.38,Partially Observable,Dynamic,Stochastic
4268,Warehouse Robot,Utility-Based,Rainy,Use Umbrella,0.8187,0.4864,0.3893,0.3146,68.34,212.85,9,0.7803,-0.6665,0,62.44,Partially Observable,Static,Deterministic
4269,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.6363,0.4356,0.7117,0.4634,68.69,249.59,7,0.7561,0.4668,0,46.97,Fully Observable,Dynamic,Stochastic
4270,Autonomous Delivery Robot,Simple Reflex,Cloudy,Stay Inside,0.8159,0.2767,0.3411,0.6408,77.26,194.23,3,0.5961,-0.4318,0,68.88,Fully Observable,Static,Stochastic
4271,AI Travel Assistant,Model-Based,Cloudy,Stay Inside,0.9546,0.1883,0.7024,0.3647,57.06,177.19,7,0.776,1.6154,1,89.8,Partially Observable,Static,Deterministic
4272,Autonomous Vehicle,Model-Based,Snowy,Wear Winter Gear,0.8114,0.3867,0.6676,0.2636,35.28,369.45,4,0.7823,-0.185,0,39.35,Partially Observable,Static,Stochastic
4273,Autonomous Delivery Robot,Goal-Based,Stormy,Stay Inside,1,0.4231,0.1383,0.4769,67.14,420.72,12,0.6564,-0.5446,1,74.72,Fully Observable,Static,Deterministic
4274,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.6974,0.3748,0.3476,0.5924,74.59,200.62,11,0.6115,1.3094,1,79.97,Fully Observable,Dynamic,Deterministic
4275,Cybersecurity Monitoring Agent,Learning,Sunny,Go Outside,0.8578,0.1924,0.1354,0.436,45.74,363.72,2,0.477,0.3383,0,92.44,Fully Observable,Dynamic,Stochastic
4276,Smart-Home Energy Agent,Simple Reflex,Stormy,Stay Inside,0.7052,0.6078,0.2679,0.4253,100,56.15,4,0.6387,-0.8161,0,37.08,Fully Observable,Dynamic,Deterministic
4277,Autonomous Delivery Robot,Learning,Windy,Use Wind Protection,0.7536,0.1054,0.0803,0.0923,100,320.64,2,0.99,-0.0756,1,92.15,Partially Observable,Dynamic,Deterministic
4278,Intelligent Tutoring System,Goal-Based,Rainy,Use Umbrella,0.9017,0.441,0.0865,0.4762,100,31.81,6,0.7521,-1.4339,1,95.46,Fully Observable,Dynamic,Deterministic
4279,Warehouse Robot,Learning,Stormy,Stay Inside,1,0.4456,0.4285,0.6466,71.54,96.0,5,0.6797,0.4068,1,98.24,Fully Observable,Dynamic,Deterministic
4280,Intelligent Tutoring System,Learning,Cloudy,Stay Inside,0.715,0.3031,0.5066,0.7024,91.95,215.54,2,0.5844,-2.4894,0,72.07,Fully Observable,Static,Deterministic
4281,Intelligent Tutoring System,Model-Based,Rainy,Use Umbrella,0.7954,0.5134,0.3822,0.1888,76.45,233.03,6,0.7081,0.2114,1,90.17,Fully Observable,Static,Stochastic
4282,Autonomous Vehicle,Goal-Based,Rainy,Use Umbrella,0.932,0.1802,0.6696,0.8485,61.16,225.77,14,0.6617,-0.1767,0,55.88,Fully Observable,Static,Stochastic
4283,Intelligent Tutoring System,Learning,Stormy,Stay Inside,0.9478,0.4829,0.3077,0.6969,86.88,330.87,10,0.9238,-0.1446,1,86.08,Fully Observable,Static,Deterministic
